query,prediction,ground_truth,f1_score,exact_match
আদালতের জীবনের চিত্রিত উজ্জ্বল রঙিন চিত্রগুলির নাম কী ছিল?  ,"

ইয়ামাতো-ই,","ইয়ামাতো-ই, ",1.0,1
অভিজাতদের প্রাথমিক পেশায় কী পরিণত হয়েছিল?  ,"

ভূমি ব্যবস্থাপনা",মি ব্যবহারের ম,0.0,0
শোন বিকাশের দ্বিতীয় ধাপে কী বেড়েছে?  ,"

ধর্মীয় প্রতিষ্ঠানগুলিকে","""গৃহ সরকারগুলি",0.0,0
শোনানো বিকাশের সময়কালে কোন সরকারী পুনর্গঠন ব্যর্থ হয়েছিল?  ,"

তাইহ কোডটি ব",তাইহ কোডটি ,0.8,0
সিংহাসনে উত্তরাধিকার নির্ধারণ করা হয়েছিল কোন বংশের দ্বারা?  ,"

ফুজিওয়ারা",ফুজিওয়ারা জ,0.6666666666666666,0
কোন প্রদেশে নিযুক্ত যোদ্ধাদের কী বলা হত?  ,"

ওরিওশি সমন্বিত পেশাদার যোদ্ধাদের একটি প্রতিষ্ঠানের উপর",  ,0.0,0
নির্দিষ্ট কাজের জন্য নিযুক্ত যোদ্ধাদের কী বলা হত?  ,"

পেশাদার যোদ্ধাদের একটি প্রতিষ্ঠানের উপর নির্ভর করেছিল,",  ,0.0,0
কোথায় মিলিটারি মিথ্যা উপর চূড়ান্ত কর্তৃপক্ষ?  ,"

রাজকীয় আদালতে",রাথমিক আদালতের ,0.0,0
কে আরও ভাল সামরিক প্রযুক্তিতে অ্যাক্সেস বৃদ্ধি করেছে?  ,"

শেন ধারকদের জ",শেন ধারকদের ,0.8,0
কোন সংস্থা সুরক্ষার জন্য প্রাইভেট গার্ডও নিয়োগ করেছিল?  ,"

শেন ধারকদের জ",নাগরিক ও ধর্মীয় প,0.0,0
কোন শ্রেণীটি নতুন সামরিক অভিজাত হয়ে উঠল?  ,"

বুশি যোদ্ধা বা সামুরাই আ",প্রাদেশিক উচ্চ শ্রেণি এ,0.0,0
বুশী কোন শতাব্দীতে নতুন সমিতি গঠন করেন?  ,"

দশম শতাব্দীতে",দশম শ,0.5,0
সামরিক পরিবার কীভাবে সুনাম অর্জন করেছিল?  ,"

সম্মান অর্জন করেছিল।",রাজকীয় আদালতের সাথে স,0.0,0
যোদ্ধা শ্রেণীর উত্থানের সময় তিনটি বিশিষ্ট পরিবার কারা ছিল?  ,"

ফুজিওয়ারা পরিবার, তাইরা বংশ এবং মিনামোটো বংশটি","ফুজিওয়ারা পরিবার, তাইরা বংশ এবং মিনামোটো বংশটি ",1.0,1
দৃশ্যের প্রশাসনের পিছনে কোন শব্দটি ব্যবহৃত হয়েছিল?  ,"

দ্য ক্লোস্টেড সম্রাটের অফিস প",  ,0.0,0
ফুজিওরার সরকারী ক্ষমতার পতন কী দ্বারা পূরণ হয়েছিল?  ,"

বরখাস্ত হওয়ার পরিবর্তে,",ইন-ন-চো-এ,0.0,0
কোন বংশের সদস্যরা ধীরে ধীরে ফুজিওয়ারগুলি প্রতিস্থাপন করলেন?  ,"

উঠতি মিনামোটো পরিবারের স",  ,0.0,0
ফুজিওয়ার কোন সদস্য দ্বাদশ শতাব্দীর মাঝামাঝি সময়ে বিদ্রোহ করার চেষ্টা করেছিলেন?  ,"

উত্তরাধিকারী উত্তরাধিকারীর বিরুদ্ধে এক সহিংস যুদ্ধে �",ফুজিওয়ারা নো ইওরিনগা অ,0.0,0
ফুজিওয়ারার ধ্বংসের ফলে কোন যুদ্ধ হয়েছিল?  ,"

হাইজি বিদ্রোহ এ",হেজেন বিদ্রোহ স,0.3333333333333333,0
হাইজি বিদ্রোহের সময় কোন গোষ্ঠী লড়াই করেছিল?  ,"

ফুজিওয়ারা তাদের পূর্বের ক",তাইরা ও মিনামোটোর ,0.0,0
হাইজি বিদ্রোহটি কোন সালে সংঘটিত হয়েছিল?  ,"

১১৫৯ স",১১৫৬ স,0.5,0
হাইজি বিদ্রোহের পরে কোন বংশ ক্ষমতায় বেড়ে গেল?  ,"

ফুজিওয়ারা ত",  ,0.0,0
মিনামোটো বংশের পতনের পরে কোন সামরিক কমান্ডার ক্ষমতা অর্জন করেছিলেন?  ,"

তাইরা কিয়োমোরি জ",তাইরা কিয়োমোরি জ,1.0,1
সম্রাট টাকাকুরা কত বছর বয়সে মারা গেলেন?  ,"

১৯ ব",১৯ ব,1.0,1
টাকাকুরার উত্তরসূরির নাম কী ছিল?  ,"

আন্তোকুকে",  ,0.0,0
কিয়মোরি তার ক্ষমতা রক্ষার জন্য কত আদালতের আধিকারিককে সরিয়ে দিয়েছেন?  ,"

৪৫ জ",৫০ ,0.0,0
কিয়োমোরি যে মন্দিরগুলি ধ্বংস করেছিলেন সেগুলির নাম কী ছিল?  ,"

টোডাই-জি এবং কোফুকু-জি স",টোডাই-জি এবং কোফুকু-জি স,1.0,1
সামরিক গভর্নরদের বর্ণনা করতে এই শব্দটি কী ব্যবহৃত হত?  ,"

ডাইমিসকে",  ,0.0,0
সম্পত্তির তত্ত্বাবধায়কদের বর্ণনা দিতে এই শব্দটি কী ব্যবহৃত হত?  ,"

স্টিওয়ার্ডস বা জিটো ন",  ,0.0,0
